county,fips_county,dcedregion,Lat,Long_,year,month,JH_cases,Labor_Force,Employed,Unemployed,Unemployment_Rate
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Jan,0,"54,600","52,500","2,100",3.90%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Jan,0,"650,900","620,000","30,900",4.70%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Jan,0,"32,800","30,400","2,400",7.30%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Jan,0,"84,700","79,900","4,800",5.60%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Jan,0,"23,800","22,200","1,600",6.50%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Jan,0,"216,800","206,000","10,900",5.00%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Jan,0,"59,600","56,400","3,200",5.40%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Jan,0,"28,900","27,300","1,600",5.60%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Jan,0,"346,300","330,900","15,300",4.40%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Jan,0,"100,400","95,500","4,900",4.90%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Jan,0,"58,200","54,400","3,800",6.50%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Jan,0,"2,000","1,900",200,8.20%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Jan,0,"32,500","30,500","2,000",6.10%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Jan,0,"81,800","78,700","3,100",3.80%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Jan,0,"284,700","274,600","10,100",3.50%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Jan,0,"17,000","15,900","1,200",6.90%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Jan,0,"36,700","34,100","2,600",7.20%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Jan,0,"18,300","17,000","1,300",6.90%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Jan,0,"33,500","31,400","2,100",6.20%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Jan,0,"38,400","36,100","2,300",6.00%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Jan,0,"133,200","128,100","5,000",3.80%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Jan,0,"145,700","139,200","6,500",4.50%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Jan,0,"301,000","287,600","13,400",4.40%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Jan,0,"15,600","14,500","1,100",6.90%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Jan,0,"129,000","121,500","7,500",5.80%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Jan,0,"58,200","53,500","4,700",8.00%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Jan,0,"1,800","1,600",200,9.60%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Jan,0,"78,800","75,300","3,500",4.40%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Jan,0,"8,200","7,600",500,6.40%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Jan,0,"16,800","15,700","1,100",6.60%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Jan,0,"19,900","18,200","1,700",8.40%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Jan,0,"38,800","36,200","2,600",6.70%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Jan,0,"20,700","19,400","1,300",6.50%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Jan,0,"12,700","12,000",700,5.50%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Jan,0,"105,600","99,500","6,100",5.70%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Jan,0,"284,400","273,100","11,300",4.00%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Jan,0,"40,900","37,900","3,000",7.40%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,Jan,0,"72,400","69,100","3,300",4.50%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Jan,0,"194,200","184,700","9,600",4.90%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Jan,0,"158,600","147,900","10,700",6.70%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Jan,0,"57,600","54,200","3,500",6.00%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Jan,0,"17,400","16,200","1,200",7.10%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Jan,0,"48,600","45,700","2,900",6.00%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Jan,0,"21,200","20,000","1,200",5.70%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Jan,0,"84,600","79,300","5,300",6.30%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Jan,0,"457,000","439,200","17,800",3.90%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Jan,0,"9,000","8,600",400,4.30%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Jan,0,"162,900","154,600","8,300",5.10%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Jan,0,"42,300","39,300","3,000",7.00%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Jan,0,"24,700","23,500","1,100",4.60%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Jan,0,"733,900","690,100","43,900",6.00%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Jan,0,"25,500","23,800","1,700",6.70%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Jan,0,"7,300","6,600",700,9.20%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Jan,0,"67,000","62,900","4,100",6.10%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Jan,0,"19,900","18,700","1,200",6.10%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Jan,0,"34,400","31,900","2,400",7.10%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Jan,0,"2,600","2,400",200,7.60%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Jan,0,"20,600","19,300","1,200",5.90%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Jan,0,"19,100","17,800","1,300",6.90%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Jan,0,"19,400","18,500",900,4.70%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Jan,0,"22,400","20,900","1,400",6.30%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Jan,0,"18,900","17,800","1,100",5.70%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Jan,0,"107,900","101,900","6,000",5.60%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Jan,0,"22,200","20,700","1,500",6.80%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Jan,0,"182,400","172,300","10,200",5.60%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Jan,0,"13,700","12,800",900,6.40%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Jan,0,"237,800","227,400","10,400",4.40%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Feb,0,"55,500","53,400","2,100",3.80%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Feb,0,"653,900","623,100","30,800",4.70%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Feb,0,"33,000","30,600","2,400",7.20%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Feb,0,"85,300","80,400","4,900",5.80%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Feb,0,"23,700","22,100","1,600",6.80%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Feb,0,"219,300","208,400","10,900",5.00%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Feb,0,"59,600","56,400","3,200",5.40%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Feb,0,"29,100","27,500","1,600",5.50%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Feb,0,"347,100","331,600","15,500",4.50%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Feb,0,"101,000","96,000","5,000",4.90%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Feb,0,"58,700","55,000","3,800",6.40%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Feb,0,"2,100","1,900",200,7.90%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Feb,0,"32,600","30,500","2,000",6.20%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Feb,0,"82,200","79,100","3,100",3.80%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Feb,0,"286,500","276,500","10,000",3.50%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Feb,0,"17,400","16,300","1,100",6.40%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Feb,0,"36,700","34,200","2,600",7.00%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Feb,0,"18,600","17,300","1,300",6.80%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Feb,0,"34,300","32,400","1,900",5.60%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Feb,0,"38,600","36,300","2,300",6.00%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Feb,0,"133,300","128,200","5,100",3.80%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Feb,0,"145,700","139,200","6,500",4.50%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Feb,0,"304,500","291,200","13,400",4.40%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Feb,0,"15,500","14,400","1,000",6.70%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Feb,0,"129,900","122,400","7,500",5.80%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Feb,0,"58,400","53,800","4,600",7.80%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Feb,0,"1,800","1,600",200,9.50%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Feb,0,"79,300","75,600","3,700",4.70%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Feb,0,"8,200","7,600",600,7.80%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Feb,0,"16,900","15,800","1,100",6.60%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Feb,0,"20,300","18,600","1,700",8.40%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Feb,0,"40,000","37,500","2,500",6.20%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Feb,0,"20,700","19,400","1,300",6.20%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Feb,0,"12,700","12,000",700,5.70%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Feb,0,"106,000","100,100","5,900",5.60%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Feb,0,"287,300","276,100","11,200",3.90%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Feb,0,"41,100","38,000","3,100",7.50%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,Feb,0,"73,300","70,000","3,300",4.50%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Feb,0,"194,400","184,900","9,500",4.90%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Feb,0,"159,300","148,700","10,600",6.60%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Feb,0,"57,400","53,900","3,500",6.10%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Feb,0,"17,500","16,200","1,300",7.30%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Feb,0,"49,000","46,100","2,900",6.00%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Feb,0,"21,400","20,200","1,300",5.80%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Feb,0,"84,700","79,500","5,300",6.20%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Feb,0,"457,700","439,800","17,800",3.90%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Feb,0,"9,300","8,900",400,3.90%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Feb,0,"163,000","154,800","8,200",5.00%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Feb,0,"43,000","40,100","2,900",6.70%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Feb,0,"24,800","23,600","1,200",4.70%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Feb,0,"742,100","698,400","43,600",5.90%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Feb,0,"25,500","23,800","1,700",6.70%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Feb,0,"7,300","6,600",700,9.00%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Feb,0,"66,900","62,800","4,100",6.10%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Feb,0,"20,500","19,400","1,200",5.70%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Feb,0,"34,400","32,000","2,400",6.90%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Feb,0,"2,600","2,400",200,6.90%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Feb,0,"20,700","19,500","1,200",6.00%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Feb,0,"19,400","18,000","1,400",7.10%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Feb,0,"20,000","19,100",900,4.30%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Feb,0,"22,400","20,900","1,500",6.70%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Feb,0,"19,000","17,900","1,200",6.10%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Feb,0,"108,500","102,400","6,100",5.60%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Feb,0,"22,300","20,700","1,500",6.90%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Feb,0,"183,500","173,300","10,300",5.60%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Feb,0,"13,800","12,900",900,6.20%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Feb,0,"237,600","227,100","10,500",4.40%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Mar,9,"54,800","52,500","2,200",4.10%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Mar,325,"647,300","611,200","36,100",5.60%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Mar,5,"32,700","30,000","2,600",8.10%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Mar,52,"84,400","78,800","5,600",6.60%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Mar,2,"23,500","21,900","1,700",7.10%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Mar,110,"217,300","204,800","12,500",5.70%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Mar,4,"59,100","55,600","3,600",6.00%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Mar,7,"28,900","27,100","1,800",6.20%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Mar,288,"343,400","325,900","17,500",5.10%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Mar,60,"99,800","94,200","5,700",5.70%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Mar,2,"58,300","53,900","4,400",7.50%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Mar,1,"2,100","1,900",200,9.40%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Mar,17,"32,400","30,000","2,400",7.40%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Mar,26,"80,800","77,300","3,500",4.30%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Mar,159,"282,600","271,300","11,300",4.00%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Mar,3,"17,400","16,100","1,300",7.30%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Mar,4,"36,600","33,800","2,800",7.70%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Mar,0,"18,500","17,100","1,400",7.80%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Mar,7,"34,100","31,900","2,200",6.50%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Mar,4,"38,500","35,900","2,600",6.70%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Mar,36,"132,000","126,400","5,600",4.20%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Mar,45,"144,800","137,300","7,400",5.10%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Mar,338,"302,200","286,900","15,300",5.10%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Mar,0,"15,600","14,400","1,200",7.90%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Mar,14,"128,600","120,000","8,600",6.70%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Mar,14,"58,100","52,800","5,300",9.10%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Mar,0,"1,800","1,600",200,10.00%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Mar,19,"78,200","74,100","4,100",5.30%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Mar,0,"8,000","7,400",600,7.10%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Mar,9,"16,900","15,600","1,300",7.80%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Mar,1,"20,300","18,400","1,800",9.10%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Mar,6,"39,600","36,900","2,800",7.00%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Mar,0,"20,700","19,200","1,400",6.80%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Mar,3,"12,700","11,900",800,6.20%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Mar,78,"105,800","98,900","6,900",6.50%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Mar,123,"283,200","270,900","12,300",4.30%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Mar,13,"41,200","37,600","3,600",8.70%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,Mar,28,"72,400","68,800","3,600",5.00%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Mar,272,"193,200","181,800","11,400",5.90%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Mar,212,"159,200","146,900","12,300",7.70%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Mar,6,"56,900","52,800","4,100",7.20%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Mar,1,"17,500","16,000","1,500",8.40%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Mar,8,"48,400","45,100","3,300",6.80%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Mar,2,"21,300","19,900","1,400",6.60%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Mar,236,"83,500","77,500","6,000",7.20%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Mar,570,"452,900","432,400","20,500",4.50%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Mar,9,"9,200","8,800",400,4.90%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Mar,245,"161,700","152,300","9,400",5.80%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Mar,1,"43,100","39,700","3,400",7.90%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Mar,1,"24,500","23,300","1,200",4.90%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Mar,"1,315","736,500","685,200","51,300",7.00%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Mar,48,"25,100","23,100","2,000",7.90%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Mar,2,"7,300","6,600",700,10.10%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Mar,38,"66,700","62,100","4,600",6.90%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Mar,2,"20,500","19,100","1,300",6.50%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Mar,2,"34,100","31,400","2,700",8.00%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Mar,0,"2,600","2,400",200,8.00%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Mar,1,"20,500","19,100","1,400",6.70%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Mar,2,"19,400","17,800","1,600",8.20%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Mar,4,"20,000","19,000","1,000",5.00%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Mar,3,"22,400","20,700","1,700",7.50%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Mar,1,"19,000","17,700","1,300",7.00%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Mar,33,"107,500","100,400","7,100",6.60%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Mar,10,"22,100","20,400","1,700",7.80%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Mar,61,"181,400","169,800","11,600",6.40%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Mar,0,"13,700","12,700","1,000",7.10%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Mar,66,"235,900","224,500","11,400",4.80%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Apr,128,"54,600","46,800","7,800",14.40%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Apr,964,"627,400","528,800","98,600",15.70%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Apr,46,"31,500","26,000","5,400",17.20%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Apr,353,"83,400","68,200","15,200",18.20%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Apr,22,"23,400","19,300","4,100",17.60%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Apr,"2,588","223,400","186,000","37,400",16.80%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Apr,19,"61,400","51,000","10,400",17.00%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Apr,24,"27,700","24,300","3,400",12.40%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Apr,"2,619","335,700","285,200","50,500",15.00%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Apr,118,"96,400","81,600","14,800",15.40%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Apr,26,"57,600","47,700","10,000",17.30%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Apr,0,"2,200","1,700",500,24.10%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Apr,158,"32,600","26,500","6,000",18.60%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Apr,70,"79,700","72,000","7,800",9.70%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Apr,"1,216","269,400","238,200","31,200",11.60%
