county,fips_county,dcedregion,Lat,Long_,year,month,JH_cases,Labor_Force,Employed,Unemployed,Unemployment_Rate
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Oct,"1,123","190,000","175,900","14,100",7.40%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Oct,"1,410","150,900","137,900","13,100",8.70%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Oct,286,"52,400","48,700","3,700",7.00%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Oct,99,"16,800","15,700","1,100",6.60%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Oct,393,"46,200","42,600","3,600",7.70%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Oct,207,"20,800","19,500","1,300",6.00%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Oct,265,"78,100","71,300","6,800",8.70%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Oct,"2,016","440,000","413,700","26,200",6.00%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Oct,124,"9,200","8,800",400,4.50%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Oct,"1,045","157,600","147,300","10,300",6.60%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Oct,518,"41,800","39,000","2,800",6.80%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Oct,144,"24,400","23,300","1,100",4.60%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Oct,"7,279","725,500","646,900","78,600",10.80%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Oct,53,"24,100","22,200","1,900",8.00%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Oct,31,"7,100","6,600",500,6.60%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Oct,964,"65,900","61,300","4,600",6.90%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Oct,163,"19,800","18,900",900,4.50%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Oct,241,"32,600","30,500","2,100",6.40%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Oct,7,"2,600","2,400",200,6.40%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Oct,119,"19,600","18,600","1,100",5.40%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Oct,163,"18,900","17,700","1,200",6.40%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Oct,254,"19,400","18,500",900,4.60%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Oct,200,"22,100","20,600","1,500",6.80%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Oct,27,"18,700","17,600","1,100",6.10%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Oct,761,"104,200","96,800","7,400",7.10%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Oct,55,"20,800","19,400","1,400",6.50%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Oct,"2,195","175,000","163,700","11,300",6.50%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Oct,84,"12,900","12,100",800,5.90%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Oct,"1,775","233,400","219,900","13,500",5.80%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Nov,849,"54,600","52,400","2,200",4.00%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Nov,"12,608","622,900","583,700","39,200",6.30%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Nov,"1,031","30,900","28,800","2,000",6.60%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Nov,"1,699","81,100","75,300","5,700",7.10%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Nov,"1,120","22,900","21,600","1,200",5.30%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Nov,"4,394","219,700","206,400","13,300",6.10%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Nov,"2,946","57,300","54,000","3,300",5.80%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Nov,997,"28,000","26,500","1,500",5.30%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Nov,"7,288","328,200","310,200","18,000",5.50%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Nov,"2,692","95,000","90,200","4,900",5.10%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Nov,"3,334","55,300","51,800","3,500",6.30%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Nov,16,"2,000","1,800",100,7.40%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Nov,725,"31,200","29,300","1,900",6.20%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Nov,"2,115","75,300","72,500","2,900",3.80%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Nov,"3,912","272,400","260,900","11,600",4.30%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Nov,742,"16,800","15,900",900,5.40%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Nov,"1,196","34,900","32,800","2,100",6.00%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Nov,477,"17,700","16,700","1,100",6.10%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Nov,414,"33,300","31,600","1,700",5.10%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Nov,"1,349","36,900","34,600","2,300",6.30%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Nov,"2,618","130,700","125,000","5,600",4.30%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Nov,"2,872","144,600","135,500","9,100",6.30%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Nov,"6,278","294,400","275,400","18,900",6.40%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Nov,368,"14,600","13,500","1,100",7.30%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Nov,"3,243","121,400","112,600","8,800",7.20%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Nov,"1,170","55,000","50,600","4,400",8.10%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Nov,78,"1,700","1,600",100,7.40%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Nov,"2,170","75,800","72,100","3,700",4.80%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Nov,178,"7,700","7,300",400,5.50%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Nov,489,"16,300","15,200","1,100",6.50%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Nov,726,"19,500","18,200","1,300",6.80%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Nov,"1,367","38,300","36,100","2,200",5.70%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Nov,574,"20,000","18,900","1,100",5.70%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Nov,498,"12,300","11,700",600,5.00%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Nov,"1,368","99,500","92,700","6,800",6.80%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Nov,"6,825","284,100","271,100","13,100",4.60%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Nov,"1,259","39,100","36,200","2,900",7.30%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,Nov,"2,143","71,100","67,300","3,800",5.40%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Nov,"4,701","189,600","177,100","12,500",6.60%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Nov,"4,215","149,800","137,900","11,900",8.00%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Nov,"1,205","52,200","48,800","3,400",6.50%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Nov,319,"16,600","15,600","1,100",6.30%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Nov,"1,748","45,700","42,400","3,300",7.30%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Nov,"1,345","20,700","19,300","1,300",6.40%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Nov,"1,344","76,800","70,800","6,000",7.90%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Nov,"7,724","433,600","411,200","22,500",5.20%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Nov,160,"9,100","8,700",400,4.10%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Nov,"3,536","157,500","148,300","9,200",5.80%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Nov,"1,083","41,400","38,700","2,700",6.50%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Nov,300,"24,200","23,200","1,000",4.10%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Nov,"22,778","712,200","642,900","69,300",9.70%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Nov,223,"23,600","21,900","1,700",7.10%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Nov,159,"7,000","6,500",400,6.30%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Nov,"1,974","65,000","60,900","4,200",6.40%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Nov,511,"19,600","18,800",900,4.40%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Nov,"1,465","32,300","30,300","2,000",6.30%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Nov,44,"2,500","2,400",200,6.00%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Nov,205,"19,400","18,400","1,000",5.00%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Nov,756,"18,700","17,500","1,200",6.20%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Nov,953,"19,200","18,400",800,4.20%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Nov,681,"21,900","20,500","1,500",6.70%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Nov,196,"18,500","17,500","1,000",5.70%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Nov,"2,473","102,900","96,100","6,700",6.60%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Nov,245,"20,600","19,300","1,300",6.20%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Nov,"4,789","173,000","162,500","10,400",6.00%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Nov,298,"12,800","12,100",700,5.70%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Nov,"4,486","231,700","219,800","11,900",5.10%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Dec,"2,529","54,100","51,800","2,300",4.20%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Dec,"25,405","619,400","580,100","39,300",6.30%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Dec,"1,665","31,000","28,700","2,300",7.50%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Dec,"4,409","80,800","74,900","6,000",7.40%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Dec,"1,389","23,100","21,600","1,500",6.50%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Dec,"9,483","218,700","205,600","13,100",6.00%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Dec,"3,564","57,200","53,600","3,600",6.30%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Dec,"1,181","27,800","26,300","1,500",5.50%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Dec,"12,804","325,300","308,000","17,300",5.30%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Dec,"4,829","95,100","89,700","5,500",5.80%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Dec,"4,286","54,700","50,700","4,000",7.30%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Dec,121,"2,000","1,800",200,8.00%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Dec,"1,444","31,400","29,300","2,100",6.50%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Dec,"2,590","74,300","71,000","3,300",4.40%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Dec,"7,677","270,800","259,400","11,400",4.20%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Dec,"1,035","16,700","15,700","1,100",6.30%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Dec,"2,330","35,000","32,600","2,400",7.00%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Dec,"1,188","17,700","16,400","1,200",7.00%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Dec,"1,258","32,700","30,800","1,900",5.90%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Dec,"2,939","37,000","34,400","2,500",6.90%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Dec,"5,284","129,600","123,800","5,800",4.50%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Dec,"6,027","142,800","134,000","8,800",6.10%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Dec,"9,579","290,000","272,200","17,800",6.10%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Dec,892,"14,500","13,500","1,000",7.20%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Dec,"6,197","120,900","111,400","9,400",7.80%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Dec,"5,016","55,100","50,300","4,900",8.80%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Dec,210,"1,700","1,600",100,8.40%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Dec,"4,223","76,500","72,700","3,800",5.00%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Dec,438,"7,800","7,300",500,6.20%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Dec,938,"16,200","15,100","1,100",7.00%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Dec,"1,327","19,500","18,000","1,500",7.90%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Dec,"1,386","38,300","35,800","2,500",6.40%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Dec,"1,097","20,100","18,800","1,300",6.50%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Dec,609,"12,300","11,700",700,5.60%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Dec,"3,598","99,100","92,300","6,800",6.90%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Dec,"11,304","280,800","267,600","13,200",4.70%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Dec,"2,039","39,200","36,100","3,100",7.90%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,Dec,"3,515","70,500","66,700","3,800",5.50%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Dec,"8,836","189,300","177,100","12,100",6.40%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Dec,"7,557","149,600","137,300","12,400",8.30%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Dec,"3,814","51,800","48,100","3,700",7.20%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Dec,"1,202","16,700","15,500","1,200",7.00%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Dec,"3,090","45,500","42,000","3,500",7.70%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Dec,"1,637","20,800","19,400","1,500",7.10%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Dec,"2,690","76,300","70,300","6,000",7.80%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Dec,"14,106","430,000","408,200","21,800",5.10%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Dec,704,"8,900","8,500",400,4.80%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Dec,"7,544","157,300","148,300","9,000",5.70%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Dec,"2,168","41,300","38,400","2,900",6.90%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Dec,"1,042","24,100","23,000","1,100",4.40%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Dec,"26,602","699,500","634,600","64,800",9.30%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Dec,584,"23,600","21,900","1,700",7.20%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Dec,364,"7,000","6,500",500,7.40%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Dec,"3,691","65,100","60,800","4,300",6.60%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Dec,878,"19,700","18,700","1,000",5.00%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Dec,"2,923","32,400","30,000","2,400",7.40%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Dec,82,"2,500","2,300",200,6.90%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Dec,407,"19,300","18,300","1,000",5.30%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Dec,916,"18,600","17,300","1,300",6.80%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Dec,"1,212","19,100","18,100",900,4.90%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Dec,"1,385","21,900","20,400","1,500",7.00%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Dec,"1,207","18,600","17,400","1,200",6.40%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Dec,"4,338","102,600","95,500","7,100",6.90%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Dec,"1,291","20,500","19,100","1,400",6.80%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Dec,"10,072","173,000","161,600","11,400",6.60%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Dec,327,"12,800","12,000",800,6.40%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Dec,"12,081","232,400","220,400","12,000",5.20%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2021,Jan,784,,,,
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2021,Jan,"6,898",,,,
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2021,Jan,527,,,,
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2021,Jan,"1,127",,,,
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2021,Jan,268,,,,
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2021,Jan,"3,073",,,,
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2021,Jan,911,,,,
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2021,Jan,354,,,,
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2021,Jan,"3,641",,,,
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2021,Jan,"1,502",,,,
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2021,Jan,815,,,,
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2021,Jan,39,,,,
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2021,Jan,676,,,,
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2021,Jan,766,,,,
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2021,Jan,"1,769",,,,
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2021,Jan,221,,,,
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2021,Jan,768,,,,
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2021,Jan,264,,,,
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2021,Jan,623,,,,
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2021,Jan,487,,,,
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2021,Jan,"1,427",,,,
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2021,Jan,"1,670",,,,
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2021,Jan,"2,895",,,,
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2021,Jan,233,,,,
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2021,Jan,"1,457",,,,
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2021,Jan,"1,225",,,,
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2021,Jan,108,,,,
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2021,Jan,"1,253",,,,
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2021,Jan,137,,,,
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2021,Jan,314,,,,
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2021,Jan,359,,,,
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2021,Jan,391,,,,
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2021,Jan,257,,,,
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2021,Jan,144,,,,
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2021,Jan,"1,417",,,,
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2021,Jan,"3,666",,,,
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2021,Jan,545,,,,
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2021,Jan,"1,224",,,,
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2021,Jan,"3,247",,,,
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2021,Jan,"2,111",,,,
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2021,Jan,844,,,,
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2021,Jan,400,,,,
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2021,Jan,643,,,,
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2021,Jan,340,,,,
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2021,Jan,"1,007",,,,
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2021,Jan,"4,833",,,,
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2021,Jan,116,,,,
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2021,Jan,"2,557",,,,
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2021,Jan,892,,,,
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2021,Jan,284,,,,
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2021,Jan,"4,656",,,,
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2021,Jan,262,,,,
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2021,Jan,122,,,,
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2021,Jan,"1,595",,,,
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2021,Jan,270,,,,
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2021,Jan,780,,,,
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2021,Jan,40,,,,
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2021,Jan,181,,,,
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2021,Jan,167,,,,
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2021,Jan,490,,,,
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2021,Jan,382,,,,
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2021,Jan,281,,,,
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2021,Jan,"1,486",,,,
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2021,Jan,403,,,,
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2021,Jan,"2,520",,,,
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2021,Jan,120,,,,
York,42133,3: SC Pa.,39.9210089,-76.73040131,2021,Jan,"3,211",,,,
